,VWAP
2024-02-05 10:49:00-05:00,491.5241346389607
2024-02-05 10:50:00-05:00,491.518581209374
2024-02-05 10:51:00-05:00,491.51695682496097
2024-02-05 10:53:00-05:00,491.4814723698237
2024-02-05 10:54:00-05:00,491.4782095222358
2024-02-05 10:55:00-05:00,491.4589197431372
2024-02-05 10:56:00-05:00,491.44606581205323
2024-02-05 10:57:00-05:00,491.4293638142363
2024-02-05 10:58:00-05:00,491.425419806082
2024-02-05 10:59:00-05:00,491.4227591292088
2024-02-05 11:00:00-05:00,491.4189785091744
2024-02-05 11:01:00-05:00,491.41513887379796
2024-02-05 11:02:00-05:00,491.412055982356
2024-02-05 11:03:00-05:00,491.40997740278027
2024-02-05 11:04:00-05:00,491.40761530019665
2024-02-05 11:05:00-05:00,491.40515200371436
2024-02-05 11:06:00-05:00,491.40378898183127
2024-02-05 11:07:00-05:00,491.40341968660306
2024-02-05 11:08:00-05:00,491.4024713312005
2024-02-05 11:09:00-05:00,491.4026730253728
2024-02-05 11:10:00-05:00,491.40283552989854
2024-02-05 11:11:00-05:00,491.40282369309034
2024-02-05 11:12:00-05:00,491.40416789585817
2024-02-05 11:13:00-05:00,491.4048994961804
2024-02-05 11:14:00-05:00,491.4055478038614
2024-02-05 11:15:00-05:00,491.40734633355885
2024-02-05 11:16:00-05:00,491.40887247323207
2024-02-05 11:17:00-05:00,491.40999295605917
2024-02-05 11:18:00-05:00,491.4189402163768
2024-02-05 11:19:00-05:00,491.42099339920253
2024-02-05 11:20:00-05:00,491.4232553026328
2024-02-05 11:21:00-05:00,491.4246744600774
2024-02-05 11:22:00-05:00,491.42433154180554
2024-02-05 11:23:00-05:00,491.4235911150521
2024-02-05 11:24:00-05:00,491.4230862049123
2024-02-05 11:25:00-05:00,491.4226423085896
2024-02-05 11:26:00-05:00,491.4224367565997
2024-02-05 11:27:00-05:00,491.42235785064446
2024-02-05 11:28:00-05:00,491.42207006985734
2024-02-05 11:29:00-05:00,491.4217440603466
2024-02-05 11:30:00-05:00,491.42276844984707
2024-02-05 11:31:00-05:00,491.42347818368523
2024-02-05 11:32:00-05:00,491.4248141846579
2024-02-05 11:33:00-05:00,491.4261676199457
2024-02-05 11:34:00-05:00,491.4305752340455
2024-02-05 11:35:00-05:00,491.4329485421099
2024-02-05 11:36:00-05:00,491.43536009217115
2024-02-05 11:37:00-05:00,491.43665664213364
2024-02-05 11:38:00-05:00,491.43903198850234
2024-02-05 11:39:00-05:00,491.4406621142949
2024-02-05 11:40:00-05:00,491.4417153860917
2024-02-05 11:41:00-05:00,491.4422496267398
2024-02-05 11:42:00-05:00,491.4423297546019
2024-02-05 11:43:00-05:00,491.4431060977956
2024-02-05 11:44:00-05:00,491.44361938349186
2024-02-05 11:45:00-05:00,491.4455104210601
2024-02-05 11:46:00-05:00,491.4459406413256
2024-02-05 11:47:00-05:00,491.4464893310181
2024-02-05 11:48:00-05:00,491.4479094498116
2024-02-05 11:49:00-05:00,491.4488418336227
2024-02-05 11:50:00-05:00,491.45095986008585
2024-02-05 11:51:00-05:00,491.4516090404419
2024-02-05 11:52:00-05:00,491.4540255432326
2024-02-05 11:53:00-05:00,491.45652423400617
2024-02-05 11:54:00-05:00,491.45830748334674
2024-02-05 11:55:00-05:00,491.461490185315
2024-02-05 11:56:00-05:00,491.4630182857999
2024-02-05 11:57:00-05:00,491.4652491185668
2024-02-05 11:58:00-05:00,491.46805991499053
2024-02-05 11:59:00-05:00,491.47357551413836
2024-02-05 12:00:00-05:00,491.4756346780981
2024-02-05 12:01:00-05:00,491.4772550393206
2024-02-05 12:02:00-05:00,491.4857023565338
2024-02-05 12:03:00-05:00,491.487830267081
2024-02-05 12:04:00-05:00,491.4904947304744
2024-02-05 12:05:00-05:00,491.49289994247476
2024-02-05 12:06:00-05:00,491.4951134647554
2024-02-05 12:07:00-05:00,491.49727461281236
2024-02-05 12:08:00-05:00,491.4998380242597
2024-02-05 12:09:00-05:00,491.50477205322187
2024-02-05 12:10:00-05:00,491.5094501298003
2024-02-05 12:11:00-05:00,491.51348700245757
2024-02-05 12:12:00-05:00,491.51924586104343
2024-02-05 12:13:00-05:00,491.52209472712354
2024-02-05 12:14:00-05:00,491.52428863009993
2024-02-05 12:15:00-05:00,491.5283483993357
2024-02-05 12:16:00-05:00,491.53145052260675
2024-02-05 12:17:00-05:00,491.5343390735289
2024-02-05 12:18:00-05:00,491.54789110090417
2024-02-05 12:19:00-05:00,491.55009683243696
2024-02-05 12:20:00-05:00,491.55287718755966
2024-02-05 12:21:00-05:00,491.56812298594065
2024-02-05 12:22:00-05:00,491.57941856491544
2024-02-05 12:23:00-05:00,491.58252844492023
2024-02-05 12:24:00-05:00,491.58887301205976
2024-02-05 12:25:00-05:00,491.5913270638377
2024-02-05 12:26:00-05:00,491.5932003251465
2024-02-05 12:27:00-05:00,491.59604320358443
2024-02-05 12:28:00-05:00,491.60142404673775
2024-02-05 12:29:00-05:00,491.61499207052054
2024-02-05 12:30:00-05:00,491.6231053076665
2024-02-05 12:31:00-05:00,491.63206105275316
2024-02-05 12:32:00-05:00,491.64033101554304
2024-02-05 12:33:00-05:00,491.6444454016263
2024-02-05 12:34:00-05:00,491.64752065851184
2024-02-05 12:35:00-05:00,491.65054443002674
2024-02-05 12:36:00-05:00,491.6587173351385
2024-02-05 12:37:00-05:00,491.66300488923343
2024-02-05 12:38:00-05:00,491.67869312172934
2024-02-05 12:39:00-05:00,491.68359355839493
2024-02-05 12:40:00-05:00,491.6914040326349
2024-02-05 12:41:00-05:00,491.6956776970207
2024-02-05 12:42:00-05:00,491.7012004080603
2024-02-05 12:43:00-05:00,491.70863367937676
2024-02-05 12:44:00-05:00,491.72502038329105
2024-02-05 12:45:00-05:00,491.728264311524
2024-02-05 12:46:00-05:00,491.7362026869499
2024-02-05 12:47:00-05:00,491.74262243606825
2024-02-05 12:48:00-05:00,491.74714861255615
2024-02-05 12:49:00-05:00,491.7497605793023
2024-02-05 12:50:00-05:00,491.75310123815143
2024-02-05 12:51:00-05:00,491.757554134014
2024-02-05 12:52:00-05:00,491.7613498450141
2024-02-05 12:53:00-05:00,491.7649384950369
2024-02-05 12:54:00-05:00,491.7693030053286
2024-02-05 12:55:00-05:00,491.77343367477846
2024-02-05 12:56:00-05:00,491.7750217355339
2024-02-05 12:57:00-05:00,491.7765931497406
2024-02-05 12:58:00-05:00,491.7794730907778
2024-02-05 12:59:00-05:00,491.78205871050613
2024-02-05 13:00:00-05:00,491.78459996984384
2024-02-05 13:01:00-05:00,491.79148625098566
2024-02-05 13:02:00-05:00,491.79476992341074
2024-02-05 13:03:00-05:00,491.7971118689582
2024-02-05 13:04:00-05:00,491.7989931425681
2024-02-05 13:05:00-05:00,491.8025511026164
2024-02-05 13:06:00-05:00,491.804833055908
2024-02-05 13:07:00-05:00,491.81285996099473
2024-02-05 13:08:00-05:00,491.8171702297933
2024-02-05 13:09:00-05:00,491.8199815213068
2024-02-05 13:10:00-05:00,491.8233303426974
2024-02-05 13:11:00-05:00,491.8261579015709
2024-02-05 13:12:00-05:00,491.8314669220477
2024-02-05 13:13:00-05:00,491.8342646231303
2024-02-05 13:14:00-05:00,491.8390803818245
2024-02-05 13:15:00-05:00,491.845086159634
2024-02-05 13:16:00-05:00,491.8502629279038
2024-02-05 13:17:00-05:00,491.8532606827915
2024-02-05 13:18:00-05:00,491.85716886390395
2024-02-05 13:19:00-05:00,491.8601318529523
2024-02-05 13:20:00-05:00,491.86507600575317
2024-02-05 13:21:00-05:00,491.86738303687366
2024-02-05 13:22:00-05:00,491.8696587041596
2024-02-05 13:23:00-05:00,491.8711837547091
2024-02-05 13:24:00-05:00,491.8737950082208
2024-02-05 13:25:00-05:00,491.87554675295974
2024-02-05 13:26:00-05:00,491.8817242412918
2024-02-05 13:27:00-05:00,491.88327349763836
2024-02-05 13:28:00-05:00,491.8846837622652
2024-02-05 13:29:00-05:00,491.8864867387554
2024-02-05 13:30:00-05:00,491.88875335478673
2024-02-05 13:31:00-05:00,491.8908000617823
2024-02-05 13:32:00-05:00,491.8925157236261
2024-02-05 13:33:00-05:00,491.89359814924825
2024-02-05 13:34:00-05:00,491.8962248115511
2024-02-05 13:35:00-05:00,491.8993647765779
2024-02-05 13:36:00-05:00,491.9016699637023
2024-02-05 13:37:00-05:00,491.90333875982526
2024-02-05 13:38:00-05:00,491.9048354950835
2024-02-05 13:39:00-05:00,491.9062637834281
2024-02-05 13:40:00-05:00,491.90782813700025
2024-02-05 13:41:00-05:00,491.9097261611612
2024-02-05 13:42:00-05:00,491.9114872130761
2024-02-05 13:43:00-05:00,491.9146699118871
2024-02-05 13:44:00-05:00,491.9161754749337
2024-02-05 13:45:00-05:00,491.91791827803405
2024-02-05 13:46:00-05:00,491.92026503938183
2024-02-05 13:47:00-05:00,491.92267802056864
2024-02-05 13:48:00-05:00,491.9266214975253
2024-02-05 13:49:00-05:00,491.92747891110037
2024-02-05 13:50:00-05:00,491.9286148349932
2024-02-05 13:51:00-05:00,491.9298561513908
2024-02-05 13:52:00-05:00,491.9321326258294
2024-02-05 13:53:00-05:00,491.93471702342794
2024-02-05 13:54:00-05:00,491.9360871521604
2024-02-05 13:55:00-05:00,491.93831447484956
2024-02-05 13:56:00-05:00,491.94036742197534
2024-02-05 13:57:00-05:00,491.94313339299947
2024-02-05 13:58:00-05:00,491.9444040700475
2024-02-05 13:59:00-05:00,491.9453417508036
2024-02-05 14:00:00-05:00,491.9488674322347
2024-02-05 14:01:00-05:00,491.9504794837524
2024-02-05 14:02:00-05:00,491.9515971403574
2024-02-05 14:03:00-05:00,491.95316347065466
2024-02-05 14:04:00-05:00,491.9551126736838
2024-02-05 14:05:00-05:00,491.9558254496717
2024-02-05 14:06:00-05:00,491.95774740095345
2024-02-05 14:07:00-05:00,491.9602143013368
2024-02-05 14:08:00-05:00,491.9631721561759
2024-02-05 14:09:00-05:00,491.98235149313217
2024-02-05 14:10:00-05:00,491.98521858013316
2024-02-05 14:11:00-05:00,491.98796115277503
2024-02-05 14:12:00-05:00,491.9912751709517
2024-02-05 14:13:00-05:00,491.99560066833203
2024-02-05 14:14:00-05:00,491.9974504539686
2024-02-05 14:15:00-05:00,491.9996237655229
2024-02-05 14:16:00-05:00,492.00600785656343
2024-02-05 14:17:00-05:00,492.008012629766
2024-02-05 14:18:00-05:00,492.00934994430764
2024-02-05 14:19:00-05:00,492.0119617084483
2024-02-05 14:20:00-05:00,492.037196211095
2024-02-05 14:21:00-05:00,492.0402004853733
2024-02-05 14:22:00-05:00,492.04261671635794
2024-02-05 14:23:00-05:00,492.0441506598435
2024-02-05 14:24:00-05:00,492.04782347362436
2024-02-05 14:25:00-05:00,492.0827908777836
2024-02-05 14:26:00-05:00,492.0858641769033
2024-02-05 14:27:00-05:00,492.0898871209061
2024-02-05 14:28:00-05:00,492.0925229490946
2024-02-05 14:29:00-05:00,492.09428364699727
2024-02-05 14:30:00-05:00,492.09671253094047
2024-02-05 14:31:00-05:00,492.0990626807248
2024-02-05 14:32:00-05:00,492.112054103648
2024-02-05 14:33:00-05:00,492.1176194323814
2024-02-05 14:34:00-05:00,492.1228994270705
2024-02-05 14:35:00-05:00,492.12972131904786
2024-02-05 14:36:00-05:00,492.13484323184065
2024-02-05 14:37:00-05:00,492.14381263531675
2024-02-05 14:38:00-05:00,492.14817092513476
2024-02-05 14:39:00-05:00,492.15105351575914
2024-02-05 14:40:00-05:00,492.1534632544452
2024-02-05 14:41:00-05:00,492.15696731161444
2024-02-05 14:42:00-05:00,492.16265585057295
2024-02-05 14:43:00-05:00,492.16640651797405
2024-02-05 14:44:00-05:00,492.20033076684166
2024-02-05 14:45:00-05:00,492.2031436148525
2024-02-05 14:46:00-05:00,492.22072278480147
2024-02-05 14:47:00-05:00,492.2255869053578
2024-02-05 14:48:00-05:00,492.229348386761
2024-02-05 14:49:00-05:00,492.2327474547076
2024-02-05 14:50:00-05:00,492.24923802416635
2024-02-05 14:51:00-05:00,492.2527773124412
2024-02-05 14:52:00-05:00,492.25886945861026
2024-02-05 14:53:00-05:00,492.2625369748315
2024-02-05 14:54:00-05:00,492.26437435428204
2024-02-05 14:55:00-05:00,492.2692090060491
2024-02-05 14:56:00-05:00,492.27252783828715
2024-02-05 14:57:00-05:00,492.2756007945513
2024-02-05 14:58:00-05:00,492.27826796939087
2024-02-05 14:59:00-05:00,492.28113741619325
2024-02-05 15:00:00-05:00,492.28397677890604
2024-02-05 15:01:00-05:00,492.2889637251213
2024-02-05 15:02:00-05:00,492.2925063717305
2024-02-05 15:03:00-05:00,492.2959557904977
2024-02-05 15:04:00-05:00,492.2986039832092
2024-02-05 15:05:00-05:00,492.3027371969083
2024-02-05 15:06:00-05:00,492.30571281467945
2024-02-05 15:07:00-05:00,492.31169016612284
2024-02-05 15:08:00-05:00,492.31331523294335
2024-02-05 15:09:00-05:00,492.31498358522066
2024-02-05 15:10:00-05:00,492.31703621918734
2024-02-05 15:11:00-05:00,492.31879180027585
2024-02-05 15:12:00-05:00,492.32050579247755
2024-02-05 15:13:00-05:00,492.32428547970915
2024-02-05 15:14:00-05:00,492.3252521144409
2024-02-05 15:15:00-05:00,492.32727465096707
2024-02-05 15:16:00-05:00,492.3289236882443
2024-02-05 15:17:00-05:00,492.3321305714275
2024-02-05 15:18:00-05:00,492.3342537605405
2024-02-05 15:19:00-05:00,492.33538140066395
2024-02-05 15:20:00-05:00,492.3366515718095
2024-02-05 15:21:00-05:00,492.33790734207486
2024-02-05 15:22:00-05:00,492.340050597866
2024-02-05 15:23:00-05:00,492.34114714118084
2024-02-05 15:24:00-05:00,492.3434554770723
2024-02-05 15:25:00-05:00,492.3455739605884
2024-02-05 15:26:00-05:00,492.34849534345005
2024-02-05 15:27:00-05:00,492.35219555487527
2024-02-05 15:28:00-05:00,492.35548318645755
2024-02-05 15:29:00-05:00,492.3584142922592
2024-02-05 15:30:00-05:00,492.3621130125616
2024-02-05 15:31:00-05:00,492.3677483020097
2024-02-05 15:32:00-05:00,492.3718732839604
2024-02-05 15:33:00-05:00,492.37522084402104
2024-02-05 15:34:00-05:00,492.38049584297005
2024-02-05 15:35:00-05:00,492.38435357564725
2024-02-05 15:36:00-05:00,492.38751220762697
2024-02-05 15:37:00-05:00,492.3963819456223
2024-02-05 15:38:00-05:00,492.39993482509726
2024-02-05 15:39:00-05:00,492.40260848810703
2024-02-05 15:40:00-05:00,492.40538468835854
2024-02-05 15:41:00-05:00,492.40771498341604
2024-02-05 15:42:00-05:00,492.414946630864
2024-02-05 15:43:00-05:00,492.416231377746
2024-02-05 15:44:00-05:00,492.41847930260633
2024-02-05 15:45:00-05:00,492.4217531367741
2024-02-05 15:46:00-05:00,492.4256145595766
2024-02-05 15:47:00-05:00,492.4286518848901
2024-02-05 15:48:00-05:00,492.43054691767986
2024-02-05 15:49:00-05:00,492.4336109409047
2024-02-05 15:50:00-05:00,492.4514419916401
2024-02-05 15:51:00-05:00,492.45928700474406
2024-02-05 15:52:00-05:00,492.4640803145579
2024-02-05 15:53:00-05:00,492.4675974080437
2024-02-05 15:54:00-05:00,492.4735305449289
2024-02-05 15:55:00-05:00,492.4885468502933
2024-02-05 15:56:00-05:00,492.4947344399009
2024-02-05 15:57:00-05:00,492.50261953603905
2024-02-05 15:58:00-05:00,492.5086605432211
2024-02-05 15:59:00-05:00,492.5123934093349
2024-02-06 09:30:00-05:00,493.9100036621094
2024-02-06 09:31:00-05:00,493.87454054506316
2024-02-06 09:32:00-05:00,493.8175626032636
2024-02-06 09:33:00-05:00,493.8073691235024
2024-02-06 09:34:00-05:00,493.8045559659695
2024-02-06 09:35:00-05:00,493.7873691102774
2024-02-06 09:36:00-05:00,493.7541746065069
2024-02-06 09:37:00-05:00,493.7359418701051
2024-02-06 09:38:00-05:00,493.7333114194459
2024-02-06 09:39:00-05:00,493.72998288060586
2024-02-06 09:40:00-05:00,493.7408748086619
2024-02-06 09:41:00-05:00,493.7408183013474
2024-02-06 09:42:00-05:00,493.7458437414869
2024-02-06 09:43:00-05:00,493.76124384483137
2024-02-06 09:44:00-05:00,493.7726874963316
2024-02-06 09:45:00-05:00,493.79281613781785
2024-02-06 09:46:00-05:00,493.811916834147
2024-02-06 09:47:00-05:00,493.82042833114167
2024-02-06 09:48:00-05:00,493.8251425930594
2024-02-06 09:49:00-05:00,493.83095259095927
2024-02-06 09:50:00-05:00,493.81765744794365
2024-02-06 09:51:00-05:00,493.80234535070963
2024-02-06 09:52:00-05:00,493.79595362584814
2024-02-06 09:53:00-05:00,493.79453370903565
2024-02-06 09:54:00-05:00,493.7929498562922
2024-02-06 09:55:00-05:00,493.787295992234
2024-02-06 09:56:00-05:00,493.7533123971637
2024-02-06 09:57:00-05:00,493.74368404711385
2024-02-06 09:58:00-05:00,493.73504036650917
2024-02-06 09:59:00-05:00,493.71336313702267
2024-02-06 10:00:00-05:00,493.6828104094359
2024-02-06 10:01:00-05:00,493.6637674949635
2024-02-06 10:02:00-05:00,493.6051386993213
2024-02-06 10:03:00-05:00,493.57720180680866
2024-02-06 10:04:00-05:00,493.55375124200424
2024-02-06 10:05:00-05:00,493.5318142405793
2024-02-06 10:06:00-05:00,493.48240676075835
2024-02-06 10:07:00-05:00,493.46699515658355
2024-02-06 10:08:00-05:00,493.455289076367
2024-02-06 10:09:00-05:00,493.4364846888418
2024-02-06 10:10:00-05:00,493.4076357685221
2024-02-06 10:11:00-05:00,493.3956739065832
2024-02-06 10:12:00-05:00,493.38473191545523
2024-02-06 10:13:00-05:00,493.3695054766061
2024-02-06 10:14:00-05:00,493.3028919979302
2024-02-06 10:15:00-05:00,493.2891496737967
2024-02-06 10:16:00-05:00,493.2761042815275
2024-02-06 10:17:00-05:00,493.2662540978986
2024-02-06 10:18:00-05:00,493.26205751664185
2024-02-06 10:19:00-05:00,493.2597519728895
2024-02-06 10:20:00-05:00,493.2520996112386
2024-02-06 10:21:00-05:00,493.247980564227
2024-02-06 10:22:00-05:00,493.2425037060066
2024-02-06 10:23:00-05:00,493.237467734199
2024-02-06 10:24:00-05:00,493.2225586911332
2024-02-06 10:25:00-05:00,493.15992341886994
2024-02-06 10:26:00-05:00,493.14964073590056
2024-02-06 10:27:00-05:00,493.1397289648309
2024-02-06 10:28:00-05:00,493.13271068599016
2024-02-06 10:29:00-05:00,493.12887117305456
2024-02-06 10:30:00-05:00,493.1232626594034
2024-02-06 10:31:00-05:00,493.11602635778775
2024-02-06 10:32:00-05:00,493.11187445053037
2024-02-06 10:33:00-05:00,493.1091451153879
2024-02-06 10:34:00-05:00,493.1062991791793
2024-02-06 10:35:00-05:00,493.10574363000165
2024-02-06 10:36:00-05:00,493.1049350991827
2024-02-06 10:37:00-05:00,493.1046451561242
2024-02-06 10:38:00-05:00,493.1040972771822
2024-02-06 10:39:00-05:00,493.1020421627012
2024-02-06 10:40:00-05:00,493.1006625300214
2024-02-06 10:41:00-05:00,493.0966928056522
2024-02-06 10:42:00-05:00,493.0917174575833
2024-02-06 10:43:00-05:00,493.0883025516865
2024-02-06 10:44:00-05:00,493.08678422499656
2024-02-06 10:45:00-05:00,493.0816139203769
2024-02-06 10:46:00-05:00,493.08066386123426
2024-02-06 10:47:00-05:00,493.0797078482462
2024-02-06 10:48:00-05:00,493.07907576950817
2024-02-06 10:49:00-05:00,493.07693111460054
2024-02-06 10:50:00-05:00,493.07573109950704
2024-02-06 10:51:00-05:00,493.06943574629946
2024-02-06 10:52:00-05:00,493.06565821538106
2024-02-06 10:53:00-05:00,493.06314347690363
2024-02-06 10:54:00-05:00,493.06232696566013
2024-02-06 10:55:00-05:00,493.0610530109329
2024-02-06 10:56:00-05:00,493.0600021828883
2024-02-06 10:57:00-05:00,493.059343593051
2024-02-06 10:58:00-05:00,493.0578318651994
2024-02-06 10:59:00-05:00,493.05715017659554
2024-02-06 11:00:00-05:00,493.05521029473374
2024-02-06 11:01:00-05:00,493.0528664714611
2024-02-06 11:02:00-05:00,493.05217708816315
2024-02-06 11:03:00-05:00,493.0500237979041
2024-02-06 11:04:00-05:00,493.0486862603212
2024-02-06 11:05:00-05:00,493.0475082651371
2024-02-06 11:06:00-05:00,493.0464794070118
2024-02-06 11:07:00-05:00,493.04620225686597
2024-02-06 11:08:00-05:00,493.04687655487135
2024-02-06 11:09:00-05:00,493.04608752380165
2024-02-06 11:10:00-05:00,493.0464017418774
2024-02-06 11:11:00-05:00,493.0464622717426
2024-02-06 11:12:00-05:00,493.0460948182426
2024-02-06 11:13:00-05:00,493.04403602671727
2024-02-06 11:14:00-05:00,493.0432585963053
2024-02-06 11:15:00-05:00,493.04281498157627
2024-02-06 11:16:00-05:00,493.0422237010387
2024-02-06 11:17:00-05:00,493.03802238456126
2024-02-06 11:18:00-05:00,493.03745727624835
2024-02-06 11:19:00-05:00,493.0377297925109
2024-02-06 11:20:00-05:00,493.03867634792715
2024-02-06 11:21:00-05:00,493.03892245018153
2024-02-06 11:22:00-05:00,493.0390442330204
2024-02-06 11:23:00-05:00,493.0393778893526
2024-02-06 11:24:00-05:00,493.0415074237093
2024-02-06 11:25:00-05:00,493.0420505277194
2024-02-06 11:26:00-05:00,493.04283047190273
2024-02-06 11:27:00-05:00,493.04311545008096
2024-02-06 11:28:00-05:00,493.0437076641314
2024-02-06 11:29:00-05:00,493.04443375510124
2024-02-06 11:30:00-05:00,493.0452150029974
2024-02-06 11:31:00-05:00,493.04688348969717
2024-02-06 11:32:00-05:00,493.04798705365926
2024-02-06 11:33:00-05:00,493.0482359952366
2024-02-06 11:34:00-05:00,493.04876753445546
2024-02-06 11:35:00-05:00,493.0490562571557
2024-02-06 11:36:00-05:00,493.04807029640165
2024-02-06 11:37:00-05:00,493.0482064854788
2024-02-06 11:38:00-05:00,493.04885303478346
2024-02-06 11:39:00-05:00,493.04913057691095
2024-02-06 11:40:00-05:00,493.0484593877908
2024-02-06 11:41:00-05:00,493.0477297739108
2024-02-06 11:42:00-05:00,493.04788848089873
2024-02-06 11:43:00-05:00,493.0487172781123
2024-02-06 11:44:00-05:00,493.0484323056466
2024-02-06 11:45:00-05:00,493.0460593334852
2024-02-06 11:46:00-05:00,493.0416542205351
2024-02-06 11:47:00-05:00,493.0385461305238
2024-02-06 11:48:00-05:00,493.0360936691875
2024-02-06 11:49:00-05:00,493.03388164007083
2024-02-06 11:50:00-05:00,493.03151828706956
2024-02-06 11:51:00-05:00,493.02643528999386
2024-02-06 11:52:00-05:00,493.02369887641817
2024-02-06 11:53:00-05:00,493.0211178885645
2024-02-06 11:54:00-05:00,493.0193067716037
2024-02-06 11:55:00-05:00,493.01707219168514
2024-02-06 11:56:00-05:00,493.01397751991885
2024-02-06 11:57:00-05:00,493.01277957690445
2024-02-06 11:58:00-05:00,493.01123582232424
2024-02-06 11:59:00-05:00,493.00870943826
2024-02-06 12:00:00-05:00,493.00470697224813
2024-02-06 12:01:00-05:00,493.0015119655585
2024-02-06 12:02:00-05:00,492.99983852326557
2024-02-06 12:03:00-05:00,492.9955729006038
2024-02-06 12:04:00-05:00,492.991011257961
2024-02-06 12:05:00-05:00,492.9890776815878
2024-02-06 12:06:00-05:00,492.9869911890554
2024-02-06 12:07:00-05:00,492.9858914745268
2024-02-06 12:08:00-05:00,492.9842644993238
2024-02-06 12:09:00-05:00,492.98283939440824
2024-02-06 12:10:00-05:00,492.9816347046737
2024-02-06 12:11:00-05:00,492.97970189820273
2024-02-06 12:12:00-05:00,492.9767430865874
2024-02-06 12:13:00-05:00,492.9660334830742
2024-02-06 12:14:00-05:00,492.9639163078936
2024-02-06 12:15:00-05:00,492.961810652496
2024-02-06 12:16:00-05:00,492.958476003503
2024-02-06 12:17:00-05:00,492.9573365494854
2024-02-06 12:18:00-05:00,492.9544776899219
2024-02-06 12:19:00-05:00,492.9531829269515
2024-02-06 12:20:00-05:00,492.95072857802205
2024-02-06 12:21:00-05:00,492.94824609060527
2024-02-06 12:22:00-05:00,492.9460970702316
2024-02-06 12:23:00-05:00,492.9445958332573
2024-02-06 12:24:00-05:00,492.9412832622609
2024-02-06 12:25:00-05:00,492.9377827637068
2024-02-06 12:26:00-05:00,492.93564301893764
2024-02-06 12:27:00-05:00,492.9350338004627
2024-02-06 12:28:00-05:00,492.93407284256676
2024-02-06 12:29:00-05:00,492.93387817879204
2024-02-06 12:30:00-05:00,492.93331635585764
2024-02-06 12:31:00-05:00,492.9326086203957
2024-02-06 12:32:00-05:00,492.9305394054386
2024-02-06 12:33:00-05:00,492.9298912310276
2024-02-06 12:34:00-05:00,492.92939139742845
2024-02-06 12:35:00-05:00,492.92889792872984
2024-02-06 12:36:00-05:00,492.9284996931556
2024-02-06 12:37:00-05:00,492.9280769438181
2024-02-06 12:38:00-05:00,492.9276967140597
2024-02-06 12:39:00-05:00,492.9274308216746
2024-02-06 12:40:00-05:00,492.92706186055887
2024-02-06 12:41:00-05:00,492.92690709829935
2024-02-06 12:42:00-05:00,492.9266461508818
2024-02-06 12:43:00-05:00,492.92652598571965
2024-02-06 12:44:00-05:00,492.92671594337094
2024-02-06 12:45:00-05:00,492.9263761302765
2024-02-06 12:46:00-05:00,492.9261402725577
2024-02-06 12:47:00-05:00,492.92575395582094
2024-02-06 12:48:00-05:00,492.9236717924007
2024-02-06 12:49:00-05:00,492.92089811801367
2024-02-06 12:50:00-05:00,492.9202543597557
