Datetime,VWAP
2024-02-26 12:52:00-05:00,5088.305900568744
2024-02-26 12:53:00-05:00,5088.285383438235
2024-02-26 12:54:00-05:00,5088.264657770717
2024-02-26 12:55:00-05:00,5088.244245617769
2024-02-26 12:56:00-05:00,5088.231492767699
2024-02-26 12:57:00-05:00,5088.216499506376
2024-02-26 12:58:00-05:00,5088.201474187976
2024-02-26 12:59:00-05:00,5088.182518213887
2024-02-26 13:00:00-05:00,5088.1616282441255
2024-02-26 13:01:00-05:00,5088.1180160830245
2024-02-26 13:02:00-05:00,5088.0955735017515
2024-02-26 13:03:00-05:00,5088.081138336924
2024-02-26 13:04:00-05:00,5088.066679287758
2024-02-26 13:05:00-05:00,5088.050768790849
2024-02-26 13:06:00-05:00,5088.032612155057
2024-02-26 13:07:00-05:00,5088.0178109542085
2024-02-26 13:08:00-05:00,5088.005448810062
2024-02-26 13:09:00-05:00,5087.993847204361
2024-02-26 13:10:00-05:00,5087.9860986065305
2024-02-26 13:11:00-05:00,5087.977117365634
2024-02-26 13:12:00-05:00,5087.9673210384935
2024-02-26 13:13:00-05:00,5087.960343008024
2024-02-26 13:14:00-05:00,5087.95280424071
2024-02-26 13:15:00-05:00,5087.944334817706
2024-02-26 13:16:00-05:00,5087.936714343539
2024-02-26 13:17:00-05:00,5087.927043823412
2024-02-26 13:18:00-05:00,5087.914862707014
2024-02-26 13:19:00-05:00,5087.8830610787
2024-02-26 13:20:00-05:00,5087.850413697523
2024-02-26 13:21:00-05:00,5087.828189058496
2024-02-26 13:22:00-05:00,5087.807064544881
2024-02-26 13:23:00-05:00,5087.78930916606
2024-02-26 13:24:00-05:00,5087.757979285054
2024-02-26 13:25:00-05:00,5087.730322635761
2024-02-26 13:26:00-05:00,5087.669902354171
2024-02-26 13:27:00-05:00,5087.6329224083265
2024-02-26 13:28:00-05:00,5087.600406432626
2024-02-26 13:29:00-05:00,5087.568590043988
2024-02-26 13:30:00-05:00,5087.533162628727
2024-02-26 13:31:00-05:00,5087.498638213449
2024-02-26 13:32:00-05:00,5087.460000026198
2024-02-26 13:33:00-05:00,5087.399303495237
2024-02-26 13:34:00-05:00,5087.348235717136
2024-02-26 13:35:00-05:00,5087.284986066266
2024-02-26 13:36:00-05:00,5087.233176124911
2024-02-26 13:37:00-05:00,5087.184304610986
2024-02-26 13:38:00-05:00,5087.1468379200305
2024-02-26 13:39:00-05:00,5087.109290924343
2024-02-26 13:40:00-05:00,5087.07280439228
2024-02-26 13:41:00-05:00,5087.041973709664
2024-02-26 13:42:00-05:00,5087.014891523144
2024-02-26 13:43:00-05:00,5086.987405561831
2024-02-26 13:44:00-05:00,5086.955697994844
2024-02-26 13:45:00-05:00,5086.929256972044
2024-02-26 13:46:00-05:00,5086.9020784695795
2024-02-26 13:47:00-05:00,5086.866840802495
2024-02-26 13:48:00-05:00,5086.8364160114625
2024-02-26 13:49:00-05:00,5086.8007315267705
2024-02-26 13:50:00-05:00,5086.753144677035
2024-02-26 13:51:00-05:00,5086.718265202145
2024-02-26 13:52:00-05:00,5086.6923637573755
2024-02-26 13:53:00-05:00,5086.666610042931
2024-02-26 13:54:00-05:00,5086.639946427741
2024-02-26 13:55:00-05:00,5086.6159219999745
2024-02-26 13:56:00-05:00,5086.592048469441
2024-02-26 13:57:00-05:00,5086.5698695283
2024-02-26 13:58:00-05:00,5086.548382885106
2024-02-26 13:59:00-05:00,5086.52696509992
2024-02-26 14:00:00-05:00,5086.508054713219
2024-02-26 14:01:00-05:00,5086.48650610169
2024-02-26 14:02:00-05:00,5086.469733160659
2024-02-26 14:03:00-05:00,5086.442916233512
2024-02-26 14:04:00-05:00,5086.427008397707
2024-02-26 14:05:00-05:00,5086.409551491203
2024-02-26 14:06:00-05:00,5086.396739903799
2024-02-26 14:07:00-05:00,5086.38301112394
2024-02-26 14:08:00-05:00,5086.364507207498
2024-02-26 14:09:00-05:00,5086.348598956816
2024-02-26 14:10:00-05:00,5086.326038941313
2024-02-26 14:11:00-05:00,5086.29230591593
2024-02-26 14:12:00-05:00,5086.255024870396
2024-02-26 14:13:00-05:00,5086.228119225759
2024-02-26 14:14:00-05:00,5086.199400499689
2024-02-26 14:15:00-05:00,5086.172193148226
2024-02-26 14:16:00-05:00,5086.146290196974
2024-02-26 14:17:00-05:00,5086.117862955386
2024-02-26 14:18:00-05:00,5086.091180859499
2024-02-26 14:19:00-05:00,5086.069027701968
2024-02-26 14:20:00-05:00,5086.042647424699
2024-02-26 14:21:00-05:00,5086.01744008743
2024-02-26 14:22:00-05:00,5085.994917111852
2024-02-26 14:23:00-05:00,5085.976188470529
2024-02-26 14:24:00-05:00,5085.961148289714
2024-02-26 14:25:00-05:00,5085.942767956687
2024-02-26 14:26:00-05:00,5085.9284596790585
2024-02-26 14:27:00-05:00,5085.913925056539
2024-02-26 14:28:00-05:00,5085.90119177243
2024-02-26 14:29:00-05:00,5085.887930914535
2024-02-26 14:30:00-05:00,5085.879574657215
2024-02-26 14:31:00-05:00,5085.870563376286
2024-02-26 14:32:00-05:00,5085.859330472413
2024-02-26 14:33:00-05:00,5085.845649286729
2024-02-26 14:34:00-05:00,5085.833601500212
2024-02-26 14:35:00-05:00,5085.824775875801
2024-02-26 14:36:00-05:00,5085.806396760802
2024-02-26 14:37:00-05:00,5085.786942058264
2024-02-26 14:38:00-05:00,5085.77353564765
2024-02-26 14:39:00-05:00,5085.762334719844
2024-02-26 14:40:00-05:00,5085.745291394245
2024-02-26 14:41:00-05:00,5085.729573287592
2024-02-26 14:42:00-05:00,5085.71535308967
2024-02-26 14:43:00-05:00,5085.696105115497
2024-02-26 14:44:00-05:00,5085.680398693525
2024-02-26 14:45:00-05:00,5085.664168427871
2024-02-26 14:46:00-05:00,5085.647728864397
2024-02-26 14:47:00-05:00,5085.634035181319
2024-02-26 14:48:00-05:00,5085.616055342381
2024-02-26 14:49:00-05:00,5085.601362626544
2024-02-26 14:50:00-05:00,5085.5848583371735
2024-02-26 14:51:00-05:00,5085.570419198883
2024-02-26 14:52:00-05:00,5085.551920293807
2024-02-26 14:53:00-05:00,5085.539600417625
2024-02-26 14:54:00-05:00,5085.524096038292
2024-02-26 14:55:00-05:00,5085.50978568235
2024-02-26 14:56:00-05:00,5085.489145697693
2024-02-26 14:57:00-05:00,5085.471617689506
2024-02-26 14:58:00-05:00,5085.455482529782
2024-02-26 14:59:00-05:00,5085.4317912708975
2024-02-26 15:00:00-05:00,5085.408760819876
2024-02-26 15:01:00-05:00,5085.384579816788
2024-02-26 15:02:00-05:00,5085.360526712732
2024-02-26 15:03:00-05:00,5085.338657441566
2024-02-26 15:04:00-05:00,5085.316573159028
2024-02-26 15:05:00-05:00,5085.292641332226
2024-02-26 15:06:00-05:00,5085.2714313894185
2024-02-26 15:07:00-05:00,5085.252961585715
2024-02-26 15:08:00-05:00,5085.232485343696
2024-02-26 15:09:00-05:00,5085.217698073051
2024-02-26 15:10:00-05:00,5085.203540275092
2024-02-26 15:11:00-05:00,5085.185818674952
2024-02-26 15:12:00-05:00,5085.172710933782
2024-02-26 15:13:00-05:00,5085.162608249613
2024-02-26 15:14:00-05:00,5085.152157536384
2024-02-26 15:15:00-05:00,5085.142522145962
2024-02-26 15:16:00-05:00,5085.13221471394
2024-02-26 15:17:00-05:00,5085.113008531297
2024-02-26 15:18:00-05:00,5085.092333971625
2024-02-26 15:19:00-05:00,5085.072395088615
2024-02-26 15:20:00-05:00,5085.0455738291985
2024-02-26 15:21:00-05:00,5085.0241517387285
2024-02-26 15:22:00-05:00,5085.004316803948
2024-02-26 15:23:00-05:00,5084.960797821081
2024-02-26 15:24:00-05:00,5084.940978879619
2024-02-26 15:25:00-05:00,5084.919148975432
2024-02-26 15:26:00-05:00,5084.899574115631
2024-02-26 15:27:00-05:00,5084.879996305456
2024-02-26 15:28:00-05:00,5084.859728117441
2024-02-26 15:29:00-05:00,5084.837731029308
2024-02-26 15:30:00-05:00,5084.812459322571
2024-02-26 15:31:00-05:00,5084.784931346169
2024-02-26 15:32:00-05:00,5084.757252136766
2024-02-26 15:33:00-05:00,5084.717034227677
2024-02-26 15:34:00-05:00,5084.67875404316
2024-02-26 15:35:00-05:00,5084.641396462521
2024-02-26 15:36:00-05:00,5084.608286494951
2024-02-26 15:37:00-05:00,5084.580980385394
2024-02-26 15:38:00-05:00,5084.552098987536
2024-02-26 15:39:00-05:00,5084.516951140459
2024-02-26 15:40:00-05:00,5084.477257757087
2024-02-26 15:41:00-05:00,5084.434943099723
2024-02-26 15:42:00-05:00,5084.395485526598
2024-02-26 15:43:00-05:00,5084.3595028153095
2024-02-26 15:44:00-05:00,5084.313328454823
2024-02-26 15:45:00-05:00,5084.258724963981
2024-02-26 15:46:00-05:00,5084.207243127934
2024-02-26 15:47:00-05:00,5084.161787269381
2024-02-26 15:48:00-05:00,5084.115491030872
2024-02-26 15:49:00-05:00,5084.070435382048
2024-02-26 15:50:00-05:00,5083.984536218578
2024-02-26 15:51:00-05:00,5083.890007132005
2024-02-26 15:52:00-05:00,5083.820314121116
2024-02-26 15:53:00-05:00,5083.747400761444
2024-02-26 15:54:00-05:00,5083.647687097744
2024-02-26 15:55:00-05:00,5083.536920952914
2024-02-26 15:56:00-05:00,5083.418771304737
2024-02-26 15:57:00-05:00,5083.282436304189
2024-02-26 15:58:00-05:00,5083.095062255078
2024-02-26 15:59:00-05:00,5082.681742555945
2024-02-27 09:30:00-05:00,
2024-02-27 09:31:00-05:00,5073.3798828125
2024-02-27 09:32:00-05:00,5074.142644405872
2024-02-27 09:33:00-05:00,5073.725742088322
2024-02-27 09:34:00-05:00,5073.204472255243
2024-02-27 09:35:00-05:00,5072.736400136531
2024-02-27 09:36:00-05:00,5072.446398255229
2024-02-27 09:37:00-05:00,5071.967195849716
2024-02-27 09:38:00-05:00,5071.555237736389
2024-02-27 09:39:00-05:00,5071.202440634813
2024-02-27 09:40:00-05:00,5070.656484359733
2024-02-27 09:41:00-05:00,5070.028736829812
2024-02-27 09:42:00-05:00,5069.725653276808
2024-02-27 09:43:00-05:00,5069.467331780417
2024-02-27 09:44:00-05:00,5069.3063045630015
2024-02-27 09:45:00-05:00,5069.149323124529
2024-02-27 09:46:00-05:00,5069.072732790924
2024-02-27 09:47:00-05:00,5069.007340443383
2024-02-27 09:48:00-05:00,5068.9795328724695
2024-02-27 09:49:00-05:00,5068.954764362337
2024-02-27 09:50:00-05:00,5068.891465272124
2024-02-27 09:51:00-05:00,5068.776256887687
2024-02-27 09:52:00-05:00,5068.72023307015
2024-02-27 09:53:00-05:00,5068.714986225811
2024-02-27 09:54:00-05:00,5068.678458860804
2024-02-27 09:55:00-05:00,5068.660426915135
2024-02-27 09:56:00-05:00,5068.677191061217
2024-02-27 09:57:00-05:00,5068.709188552202
2024-02-27 09:58:00-05:00,5068.723630554642
2024-02-27 09:59:00-05:00,5068.746055701314
2024-02-27 10:00:00-05:00,5068.875295699457
2024-02-27 10:01:00-05:00,5068.967738744194
2024-02-27 10:02:00-05:00,5069.076009265324
2024-02-27 10:03:00-05:00,5069.143187347431
2024-02-27 10:04:00-05:00,5069.194150140476
2024-02-27 10:05:00-05:00,5069.155113068816
2024-02-27 10:06:00-05:00,5069.134118846053
2024-02-27 10:07:00-05:00,5069.112113916634
2024-02-27 10:08:00-05:00,5069.106115491463
2024-02-27 10:09:00-05:00,5069.097570757988
2024-02-27 10:10:00-05:00,5069.078977917218
2024-02-27 10:11:00-05:00,5069.067311812246
2024-02-27 10:12:00-05:00,5069.067915140532
2024-02-27 10:13:00-05:00,5069.053603518388
2024-02-27 10:14:00-05:00,5069.047070725484
2024-02-27 10:15:00-05:00,5069.048224002203
2024-02-27 10:16:00-05:00,5069.046414508311
2024-02-27 10:17:00-05:00,5069.055592137323
2024-02-27 10:18:00-05:00,5069.098373688152
2024-02-27 10:19:00-05:00,5069.152241858365
2024-02-27 10:20:00-05:00,5069.222418214164
2024-02-27 10:21:00-05:00,5069.277137338366
2024-02-27 10:22:00-05:00,5069.309241828041
2024-02-27 10:23:00-05:00,5069.331082337409
2024-02-27 10:24:00-05:00,5069.353186564535
2024-02-27 10:25:00-05:00,5069.386547104485
2024-02-27 10:26:00-05:00,5069.406879087363
2024-02-27 10:27:00-05:00,5069.395468926246
2024-02-27 10:28:00-05:00,5069.394763059336
2024-02-27 10:29:00-05:00,5069.42213769064
2024-02-27 10:30:00-05:00,5069.451899387504
2024-02-27 10:31:00-05:00,5069.475262961013
2024-02-27 10:32:00-05:00,5069.491687455946
2024-02-27 10:33:00-05:00,5069.513926625074
2024-02-27 10:34:00-05:00,5069.531720842605
2024-02-27 10:35:00-05:00,5069.537253660638
2024-02-27 10:36:00-05:00,5069.558554231286
2024-02-27 10:37:00-05:00,5069.562651176315
2024-02-27 10:38:00-05:00,5069.562713330809
2024-02-27 10:39:00-05:00,5069.553303571373
2024-02-27 10:40:00-05:00,5069.539718470757
2024-02-27 10:41:00-05:00,5069.530572395864
2024-02-27 10:42:00-05:00,5069.50616970079
2024-02-27 10:43:00-05:00,5069.488058916557
2024-02-27 10:44:00-05:00,5069.460446089209
2024-02-27 10:45:00-05:00,5069.44553850248
2024-02-27 10:46:00-05:00,5069.441707867776
2024-02-27 10:47:00-05:00,5069.441406055071
2024-02-27 10:48:00-05:00,5069.455516261573
2024-02-27 10:49:00-05:00,5069.468057504074
2024-02-27 10:50:00-05:00,5069.4871419702185
2024-02-27 10:51:00-05:00,5069.511712623372
2024-02-27 10:52:00-05:00,5069.517367735763
2024-02-27 10:53:00-05:00,5069.526583369852
2024-02-27 10:54:00-05:00,5069.522154239954
2024-02-27 10:55:00-05:00,5069.5253871136865
2024-02-27 10:56:00-05:00,5069.536277345787
2024-02-27 10:57:00-05:00,5069.546946371249
2024-02-27 10:58:00-05:00,5069.562869011669
2024-02-27 10:59:00-05:00,5069.576767163117
2024-02-27 11:00:00-05:00,5069.5859146835055
2024-02-27 11:01:00-05:00,5069.59574517683
2024-02-27 11:02:00-05:00,5069.599305728146
2024-02-27 11:03:00-05:00,5069.60749935046
2024-02-27 11:04:00-05:00,5069.612122723885
2024-02-27 11:05:00-05:00,5069.606745770961
2024-02-27 11:06:00-05:00,5069.606433153182
2024-02-27 11:07:00-05:00,5069.603180147965
2024-02-27 11:08:00-05:00,5069.599666429429
2024-02-27 11:09:00-05:00,5069.588975746909
2024-02-27 11:10:00-05:00,5069.580059679157
2024-02-27 11:11:00-05:00,5069.57521649622
2024-02-27 11:12:00-05:00,5069.570997796125
2024-02-27 11:13:00-05:00,5069.566558216573
2024-02-27 11:14:00-05:00,5069.5655187254815
2024-02-27 11:15:00-05:00,5069.5595216715565
2024-02-27 11:16:00-05:00,5069.535380638586
2024-02-27 11:17:00-05:00,5069.5237735284545
2024-02-27 11:18:00-05:00,5069.514838731429
2024-02-27 11:19:00-05:00,5069.50460368038
2024-02-27 11:20:00-05:00,5069.486720018814
2024-02-27 11:21:00-05:00,5069.477739278292
2024-02-27 11:22:00-05:00,5069.463954237301
2024-02-27 11:23:00-05:00,5069.4550348370785
2024-02-27 11:24:00-05:00,5069.451133715073
2024-02-27 11:25:00-05:00,5069.4490651635815
2024-02-27 11:26:00-05:00,5069.440520606453
2024-02-27 11:27:00-05:00,5069.435046164593
2024-02-27 11:28:00-05:00,5069.421658010914
2024-02-27 11:29:00-05:00,5069.403823995083
2024-02-27 11:30:00-05:00,5069.391356992296
2024-02-27 11:31:00-05:00,5069.382663843342
2024-02-27 11:32:00-05:00,5069.366283350352
2024-02-27 11:33:00-05:00,5069.3564311878745
2024-02-27 11:34:00-05:00,5069.347222904914
2024-02-27 11:35:00-05:00,5069.331019548733
2024-02-27 11:36:00-05:00,5069.31076538983
2024-02-27 11:37:00-05:00,5069.283761915428
2024-02-27 11:38:00-05:00,5069.263036606982
2024-02-27 11:39:00-05:00,5069.248132166259
2024-02-27 11:40:00-05:00,5069.233332433261
2024-02-27 11:41:00-05:00,5069.219339402505
2024-02-27 11:42:00-05:00,5069.199986334528
2024-02-27 11:43:00-05:00,5069.175340483335
2024-02-27 11:44:00-05:00,5069.15962520805
2024-02-27 11:45:00-05:00,5069.141655306525
2024-02-27 11:46:00-05:00,5069.12481078501
2024-02-27 11:47:00-05:00,5069.111700416991
2024-02-27 11:48:00-05:00,5069.098588952326
2024-02-27 11:49:00-05:00,5069.084702206899
2024-02-27 11:50:00-05:00,5069.077746621887
2024-02-27 11:51:00-05:00,5069.07409454283
2024-02-27 11:52:00-05:00,5069.067411366863
2024-02-27 11:53:00-05:00,5069.061485922681
2024-02-27 11:54:00-05:00,5069.05649628275
2024-02-27 11:55:00-05:00,5069.0530852528
2024-02-27 11:56:00-05:00,5069.0526731063
2024-02-27 11:57:00-05:00,5069.053357559035
2024-02-27 11:58:00-05:00,5069.050469971771
2024-02-27 11:59:00-05:00,5069.048190190519
2024-02-27 12:00:00-05:00,5069.045662178923
2024-02-27 12:01:00-05:00,5069.047383855038
2024-02-27 12:02:00-05:00,5069.047931237993
2024-02-27 12:03:00-05:00,5069.046605868505
2024-02-27 12:04:00-05:00,5069.046394962603
2024-02-27 12:05:00-05:00,5069.043288958964
2024-02-27 12:06:00-05:00,5069.042594189539
2024-02-27 12:07:00-05:00,5069.043578567952
2024-02-27 12:08:00-05:00,5069.0433733610525
2024-02-27 12:09:00-05:00,5069.03892066533
2024-02-27 12:10:00-05:00,5069.036419782812
2024-02-27 12:11:00-05:00,5069.0326755640435
2024-02-27 12:12:00-05:00,5069.028263333713
2024-02-27 12:13:00-05:00,5069.022876090117
2024-02-27 12:14:00-05:00,5069.017304993732
2024-02-27 12:15:00-05:00,5069.012559975808
2024-02-27 12:16:00-05:00,5069.003026682194
