Symbol,Error,Time
7211,can't convert negative int to unsigned,2024-06-26 15:11:37.112465
7267,can't convert negative int to unsigned,2024-06-26 15:11:37.659922
6201,can't convert negative int to unsigned,2024-06-26 15:11:38.866362
6902,can't convert negative int to unsigned,2024-06-26 15:11:42.061861
7259,can't convert negative int to unsigned,2024-06-26 15:11:45.778748
7270,can't convert negative int to unsigned,2024-06-26 15:11:47.585465
7269,can't convert negative int to unsigned,2024-06-26 15:11:49.672351
7261,can't convert negative int to unsigned,2024-06-26 15:11:49.874887
3402,can't convert negative int to unsigned,2024-06-26 15:11:57.996488
5001,can't convert negative int to unsigned,2024-06-26 15:12:09.982094
5016,can't convert negative int to unsigned,2024-06-26 15:12:10.436993
5021,can't convert negative int to unsigned,2024-06-26 15:12:18.317954
9202,can't convert negative int to unsigned,2024-06-26 15:12:20.104706
5019,can't convert negative int to unsigned,2024-06-26 15:12:24.112590
5020,can't convert negative int to unsigned,2024-06-26 15:12:29.960439
9107,can't convert negative int to unsigned,2024-06-26 15:12:33.011553
6273,can't convert negative int to unsigned,2024-06-26 15:12:46.005744
6326,can't convert negative int to unsigned,2024-06-26 15:12:46.346651
6425,can't convert negative int to unsigned,2024-06-26 15:13:03.723757
6367,can't convert negative int to unsigned,2024-06-26 15:13:06.483334
6473,can't convert negative int to unsigned,2024-06-26 15:13:13.458708
4676,can't convert negative int to unsigned,2024-06-26 15:14:22.695800
4689,can't convert negative int to unsigned,2024-06-26 15:14:30.296825
9437,can't convert negative int to unsigned,2024-06-26 15:14:37.632466
9613,can't convert negative int to unsigned,2024-06-26 15:14:44.265023
9433,can't convert negative int to unsigned,2024-06-26 15:14:46.958186
1803,can't convert negative int to unsigned,2024-06-26 15:15:04.661315
1928,can't convert negative int to unsigned,2024-06-26 15:15:08.892566
3382,can't convert negative int to unsigned,2024-06-26 15:16:07.540718
8267,can't convert negative int to unsigned,2024-06-26 15:16:17.642584
9843,can't convert negative int to unsigned,2024-06-26 15:16:27.275202
8002,can't convert negative int to unsigned,2024-06-26 15:16:53.697577
8001,can't convert negative int to unsigned,2024-06-26 15:16:53.756734
8031,can't convert negative int to unsigned,2024-06-26 15:16:53.940222
8058,can't convert negative int to unsigned,2024-06-26 15:16:54.075581
8053,can't convert negative int to unsigned,2024-06-26 15:16:54.083602
4502,can't convert negative int to unsigned,2024-06-26 15:17:32.132561
4063,can't convert negative int to unsigned,2024-06-26 15:17:39.644541
8411,can't convert negative int to unsigned,2024-06-26 15:17:40.951016
3407,can't convert negative int to unsigned,2024-06-26 15:17:41.322003
4091,can't convert negative int to unsigned,2024-06-26 15:17:58.241001
4183,can't convert negative int to unsigned,2024-06-26 15:17:58.403432
4188,can't convert negative int to unsigned,2024-06-26 15:18:00.079891
8750,can't convert negative int to unsigned,2024-06-26 15:18:24.352444
3258,can't convert negative int to unsigned,2024-06-26 15:18:31.239763
3003,can't convert negative int to unsigned,2024-06-26 15:18:34.734056
8830,can't convert negative int to unsigned,2024-06-26 15:18:41.140092
8802,can't convert negative int to unsigned,2024-06-26 15:18:55.480262
8905,can't convert negative int to unsigned,2024-06-26 15:18:55.802117
4661,can't convert negative int to unsigned,2024-06-26 15:19:21.708018
4321,can't convert negative int to unsigned,2024-06-26 15:19:28.366726
4755,can't convert negative int to unsigned,2024-06-26 15:19:33.095304
6178,can't convert negative int to unsigned,2024-06-26 15:19:41.633008
5108,can't convert negative int to unsigned,2024-06-26 15:20:14.177565
5333,can't convert negative int to unsigned,2024-06-26 15:20:19.096645
7911,can't convert negative int to unsigned,2024-06-26 15:20:30.874972
7912,can't convert negative int to unsigned,2024-06-26 15:20:31.569820
8411,int too big to convert,2024-06-26 15:24:24.420092
