Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
SPY,392.78,Call,399,2022-09-02,2,1.8,1.81,1.82,1.82,59977,3519,17.04,28.89%,0.330973,2022-08-31
XLE,79.49,Put,79.5,2022-09-09,9,1.4,1.52,1.63,1.39,2061,132,15.61,39.26%,-0.408941,2022-08-31
IWM,182.02,Call,183,2022-09-02,2,1.99,2.02,2.04,2.05,2322,159,14.6,32.30%,0.551171,2022-08-31
XLP,72.84,Put,72,2022-10-21,51,1.44,1.67,1.89,1.5,10071,695,14.49,18.59%,-0.398255,2022-08-31
SPY,392.78,Put,397,2022-08-31,0,1.45,1.48,1.5,1.46,300535,20744,14.49,0.00%,0,2022-08-31
KWEB,29.33,Put,28,2023-03-17,198,3,3.08,3.15,3.05,2629,185,14.21,43.59%,-0.371083,2022-08-31
QQQ,296.94,Put,301,2022-08-31,0,1.04,1.19,1.33,1.14,95536,6752,14.15,0.00%,0,2022-08-31
SPY,392.78,Call,400,2022-09-02,2,1.48,1.48,1.49,1.49,130920,9759,13.42,28.61%,0.287803,2022-08-31
SPY,392.78,Put,290,2022-09-23,23,0.1,0.11,0.11,0.1,4005,304,13.17,50.39%,-0.005979,2022-08-31
EFA,60.93,Put,62,2022-11-18,79,2.37,2.5,2.63,2.43,1822,143,12.74,18.59%,-0.522509,2022-08-31
SPY,392.78,Call,399,2022-09-06,6,2.53,2.55,2.56,2.54,9124,720,12.67,20.46%,0.363648,2022-08-31
XHB,59.32,Put,58,2023-01-20,142,2.2,4.45,6.7,4.25,1791,143,12.52,36.30%,-0.390687,2022-08-31
QQQ,296.94,Call,302,2022-09-06,6,2.91,2.94,2.97,2.85,5944,476,12.49,26.86%,0.405751,2022-08-31
ARKK,41.25,Call,44,2022-09-16,16,1.21,1.25,1.28,1.26,23747,1957,12.13,60.11%,0.371221,2022-08-31
ARKK,41.25,Call,41.5,2022-09-02,2,1.01,1.03,1.05,1.11,1924,161,11.95,67.07%,0.582706,2022-08-31
SPY,392.78,Put,397,2022-09-02,2,3.94,3.96,3.97,3.95,87354,7392,11.82,25.32%,-0.592462,2022-08-31
SPY,392.78,Call,400,2022-09-06,6,2.16,2.17,2.18,2.19,21115,1842,11.46,20.27%,0.326923,2022-08-31
DIA,314.02,Call,317,2022-09-02,2,1.68,1.7,1.72,1.65,1308,117,11.18,24.73%,0.411813,2022-08-31
XLY,153.86,Put,158,2022-09-02,2,1.45,3.1,4.75,2.83,1547,139,11.13,26.07%,-0.791406,2022-08-31
SMH,209.8,Put,199,2022-09-16,16,2.16,2.19,2.21,2.43,2070,186,11.13,43.98%,-0.191805,2022-08-31
SPY,392.78,Put,360,2022-09-09,9,0.19,0.2,0.2,0.2,52597,4818,10.92,31.18%,-0.026645,2022-08-31
QQQ,296.94,Call,302.5,2022-09-02,2,1.91,1.93,1.95,1.94,10563,969,10.9,37.10%,0.354277,2022-08-31
SPY,392.78,Put,396,2022-09-02,2,3.41,3.43,3.44,3.42,79498,7312,10.87,25.69%,-0.538834,2022-08-31
SPY,392.78,Call,397,2022-09-06,6,3.39,3.41,3.43,3.44,9018,834,10.81,20.91%,0.439115,2022-08-31
SPY,392.78,Put,398,2022-08-31,0,2.42,2.47,2.53,2.4,268603,25114,10.7,0.00%,0,2022-08-31
QQQ,296.94,Call,303,2022-09-07,7,3.01,3.03,3.05,3.03,2346,220,10.66,27.78%,0.384236,2022-08-31
SPY,392.78,Put,399,2022-08-31,0,3.43,3.48,3.53,3.53,140071,13155,10.65,0.00%,0,2022-08-31
QQQ,296.94,Call,303,2022-09-06,6,2.51,2.53,2.54,2.54,5959,563,10.58,26.68%,0.368065,2022-08-31
SPY,392.78,Call,397,2022-09-02,2,2.59,2.61,2.62,2.64,51454,4942,10.41,29.34%,0.421224,2022-08-31
QQQ,296.94,Call,305,2022-09-07,7,2.24,2.26,2.28,2.28,6728,660,10.19,27.28%,0.317519,2022-08-31
QQQ,296.94,Call,297,2022-08-31,0,2.63,2.8,2.97,2.58,7768,767,10.13,22.09%,0.74961,2022-08-31
SPY,392.78,Call,398,2022-09-06,6,2.94,2.96,2.97,2.96,12660,1254,10.1,20.70%,0.401395,2022-08-31
EFA,60.93,Call,62,2022-09-16,16,0.94,0.99,1.03,1.04,2533,253,10.01,22.38%,0.460249,2022-08-31
QQQ,296.94,Put,302,2022-08-31,0,2.13,2.2,2.27,2.27,40604,4150,9.78,0.00%,0,2022-08-31
QQQ,296.94,Call,301,2022-09-02,2,2.51,2.55,2.6,2.56,25314,2617,9.67,37.71%,0.424958,2022-08-31
IWM,182.02,Put,184,2022-08-31,0,0.55,0.64,0.72,0.56,29390,3082,9.54,6.12%,-0.802444,2022-08-31
SOXL,13.22,Call,14.5,2022-09-09,9,0.77,0.79,0.8,0.8,1827,195,9.37,113.21%,0.464248,2022-08-31
QQQ,296.94,Call,298,2022-08-31,0,1.39,1.69,1.99,1.81,7609,819,9.29,16.88%,0.689505,2022-08-31
SPY,392.78,Call,397,2022-09-23,23,8.29,8.32,8.35,8.95,1796,195,9.21,22.98%,0.482895,2022-08-31
SPY,392.78,Put,398,2022-09-02,2,4.51,4.53,4.55,4.5,78827,8607,9.16,24.90%,-0.646046,2022-08-31
SPY,392.78,Call,395,2022-08-31,0,0.52,0.55,0.58,0.55,26153,2892,9.04,5.49%,0.567122,2022-08-31
SPY,392.78,Call,402,2022-09-02,2,0.95,0.96,0.96,0.97,43433,4828,9,28.03%,0.208302,2022-08-31
QQQ,296.94,Call,305,2022-09-02,2,1.12,1.13,1.13,1.12,39951,4505,8.87,35.79%,0.242234,2022-08-31
XOP,142.11,Call,150,2023-01-20,142,14.3,14.55,14.8,14.65,10082,1147,8.79,46.18%,0.513454,2022-08-31
QQQ,296.94,Call,302,2022-11-18,79,16.02,16.06,16.1,15.83,1707,196,8.71,30.27%,0.512788,2022-08-31
QQQ,296.94,Call,304,2022-09-02,2,1.4,1.42,1.43,1.4,20514,2358,8.7,36.15%,0.284572,2022-08-31
TLT,109.9,Put,112.5,2022-09-09,9,1.7,1.84,1.97,1.81,5699,659,8.65,21.12%,-0.558821,2022-08-31
SOXL,13.22,Call,12,2022-09-09,9,2.29,2.36,2.43,2.45,2608,303,8.61,126.72%,0.813527,2022-08-31
GDX,23.37,Call,25,2022-09-09,9,0.18,0.2,0.21,0.2,3743,438,8.55,40.91%,0.231591,2022-08-31
QQQ,296.94,Call,338,2022-09-19,19,0.08,0.1,0.11,0.1,1400,165,8.48,24.61%,0.016845,2022-08-31
QQQ,296.94,Put,302,2022-09-07,7,5.52,5.56,5.59,5.3,3085,365,8.45,24.68%,-0.595451,2022-08-31
SPY,392.78,Put,396,2022-09-06,6,4.21,4.22,4.23,4.22,21017,2490,8.44,18.89%,-0.527404,2022-08-31
SPY,392.78,Call,394,2022-09-06,6,4.97,4.99,5.02,4.94,2431,295,8.24,21.56%,0.550375,2022-08-31
SSO,48.06,Put,53,2022-09-16,16,4.5,4.65,4.8,4.31,1000,122,8.2,40.03%,-0.835778,2022-08-31
SPY,392.78,Put,410,2022-09-14,14,15.79,15.9,16.01,15.95,7776,952,8.17,18.73%,-0.837257,2022-08-31
QQQ,296.94,Put,285,2022-09-09,9,1.27,1.28,1.29,1.25,10212,1261,8.1,32.10%,-0.158083,2022-08-31
SPY,392.78,Call,396,2022-09-06,6,3.88,3.9,3.92,3.91,4749,593,8.01,21.17%,0.476847,2022-08-31
SPY,392.78,Call,401,2022-09-02,2,1.19,1.19,1.2,1.2,38634,4923,7.85,28.30%,0.246547,2022-08-31
XLE,79.49,Call,93,2022-09-16,16,0.11,0.13,0.14,0.17,5667,725,7.82,40.10%,0.046185,2022-08-31
SOXL,13.22,Call,13,2022-09-09,9,1.58,1.62,1.66,1.59,919,118,7.79,115.86%,0.69732,2022-08-31
QQQ,296.94,Call,303,2022-09-02,2,1.73,1.75,1.76,1.74,23406,3035,7.71,36.69%,0.33027,2022-08-31
QQQ,296.94,Call,302,2022-09-02,2,2.11,2.13,2.14,2.15,22663,3016,7.51,37.19%,0.377233,2022-08-31
LQD,109,Call,115,2023-01-20,142,0.79,0.95,1.11,1.1,3000,402,7.46,11.34%,0.247069,2022-08-31
QQQ,296.94,Put,303,2022-08-31,0,3.15,3.37,3.59,3.15,22066,3011,7.33,0.00%,0,2022-08-31
IEF,100.09,Put,97,2022-12-16,107,0.73,0.74,0.75,0.76,767,107,7.17,10.75%,-0.215825,2022-08-31
SPY,392.78,Call,404,2022-09-02,2,0.59,0.6,0.6,0.6,35139,4914,7.15,27.83%,0.144775,2022-08-31
SPY,392.78,Put,394,2022-09-02,2,2.49,2.5,2.5,2.49,44301,6240,7.1,26.18%,-0.434056,2022-08-31
QQQ,296.94,Put,300,2022-08-31,0,0.22,0.27,0.31,0.25,119080,17049,6.98,0.00%,0,2022-08-31
ARKK,41.25,Put,37,2022-09-09,9,0.19,0.2,0.21,0.2,4127,594,6.95,63.41%,-0.097589,2022-08-31
ARKK,41.25,Call,42.5,2022-09-02,2,0.54,0.57,0.6,0.69,3528,515,6.85,67.72%,0.394461,2022-08-31
IWM,182.02,Call,185,2022-09-02,2,1.08,1.1,1.11,1.09,7328,1081,6.78,31.86%,0.370383,2022-08-31
SPY,392.78,Put,398,2022-09-06,6,5.26,5.29,5.31,5.28,13197,2040,6.47,18.40%,-0.612216,2022-08-31
QQQ,296.94,Put,301,2022-09-02,2,3.66,3.69,3.72,3.68,22557,3526,6.4,30.96%,-0.593658,2022-08-31
YANG,15.23,Call,14,2022-10-21,51,2.15,2.18,2.2,2.15,1186,189,6.28,83.21%,0.624283,2022-08-31
TIP,112.02,Put,112,2022-09-16,16,0.5,0.53,0.55,0.55,50383,8017,6.28,12.88%,-0.28345,2022-08-31
QQQ,296.94,Call,300,2022-09-02,2,3,3.04,3.08,3.07,25148,4020,6.26,38.54%,0.47293,2022-08-31
IWM,182.02,Call,185,2022-09-06,6,1.5,1.51,1.52,1.54,1515,244,6.21,22.97%,0.399134,2022-08-31
SMH,209.8,Call,245,2022-11-18,79,4.25,4.3,4.35,4.35,2445,394,6.21,34.42%,0.233788,2022-08-31
EWZ,30.82,Call,35,2023-06-16,289,1.7,1.76,1.82,1.82,638,103,6.19,36.96%,0.329193,2022-08-31
SPY,392.78,Put,378,2022-09-09,9,1.03,1.04,1.04,1.04,13250,2152,6.16,25.57%,-0.128819,2022-08-31
KWEB,29.33,Call,33,2022-09-23,23,0.51,0.55,0.59,0.52,1496,244,6.13,52.18%,0.239915,2022-08-31
QQQ,296.94,Call,300,2022-09-09,9,5.48,5.52,5.55,5.53,4624,755,6.12,31.06%,0.493173,2022-08-31
QQQ,296.94,Call,299,2022-08-31,0,0.74,0.79,0.85,0.83,11347,1869,6.07,10.95%,0.567363,2022-08-31
FXI,29.83,Call,34,2022-10-21,51,0.23,0.24,0.25,0.24,35548,5876,6.05,28.79%,0.149405,2022-08-31
KWEB,29.33,Call,29.5,2022-09-09,9,1.12,1.16,1.2,1.16,1232,210,5.87,50.86%,0.58306,2022-08-31
SOXL,13.22,Call,14,2022-09-02,2,0.56,0.58,0.59,0.59,6957,1187,5.86,137.50%,0.531885,2022-08-31
SPY,392.78,Put,392,2022-09-02,2,1.75,1.76,1.76,1.76,35981,6246,5.76,26.67%,-0.33678,2022-08-31
SPY,392.78,Call,405,2022-09-07,7,1.16,1.17,1.17,1.18,8283,1441,5.75,20.08%,0.193989,2022-08-31
SQQQ,46.47,Call,45.5,2022-09-09,9,2.39,2.46,2.52,2.46,1914,335,5.71,87.97%,0.522211,2022-08-31
XLF,32.93,Call,27,2023-01-20,142,6.55,6.73,6.9,6.8,8007,1409,5.68,36.97%,0.837652,2022-08-31
QQQ,296.94,Put,300,2022-09-07,7,4.51,4.53,4.55,4.7,9507,1675,5.68,25.38%,-0.517646,2022-08-31
SPY,392.78,Put,397,2022-09-06,6,4.72,4.73,4.75,4.7,13752,2429,5.66,18.68%,-0.569575,2022-08-31
SPY,392.78,Call,405,2022-09-02,2,0.46,0.46,0.47,0.46,61133,10797,5.66,27.61%,0.117299,2022-08-31
SPY,392.78,Put,399,2022-09-06,6,5.85,5.88,5.9,5.83,8449,1511,5.59,18.15%,-0.654483,2022-08-31
SPY,392.78,Call,409,2022-09-06,6,0.36,0.37,0.37,0.33,13800,2467,5.59,19.13%,0.083231,2022-08-31
EFA,60.93,Put,62,2022-09-02,2,0.57,0.62,0.67,0.59,2512,451,5.57,22.90%,-0.612197,2022-08-31
XOP,142.11,Put,110,2023-01-20,142,5,5.15,5.3,5.1,10007,1796,5.57,55.56%,-0.16264,2022-08-31
ARKK,41.25,Put,41.5,2022-09-02,2,0.63,0.65,0.66,0.64,2801,505,5.55,66.33%,-0.416532,2022-08-31
SPY,392.78,Put,395,2022-09-02,2,2.93,2.95,2.96,2.93,167559,30164,5.55,25.95%,-0.485893,2022-08-31
VGK,50.55,Put,51,2022-09-16,16,1,1.08,1.15,1.09,1004,182,5.52,28.67%,-0.451341,2022-08-31
FXI,29.83,Call,36,2022-11-18,79,0.18,0.19,0.2,0.19,47609,8720,5.46,28.41%,0.104927,2022-08-31
SPY,392.78,Call,394,2022-09-02,2,4.14,4.15,4.17,4.19,4926,913,5.4,30.25%,0.558318,2022-08-31
SPY,392.78,Call,393,2022-08-31,0,2.48,2.53,2.58,2.52,8903,1661,5.36,13.40%,0.788444,2022-08-31
QQQ,296.94,Call,299,2022-09-02,2,3.54,3.58,3.62,3.6,9583,1827,5.25,39.05%,0.519495,2022-08-31
QQQ,296.94,Call,302.5,2022-09-09,9,4.24,4.27,4.3,4.29,790,151,5.23,30.29%,0.423398,2022-08-31
VNQ,92.4,Put,87,2022-09-16,16,0.3,0.35,0.4,0.45,2469,472,5.23,28.31%,-0.124602,2022-08-31
KWEB,29.33,Call,30,2022-09-30,30,1.75,1.78,1.81,1.75,1248,239,5.22,53.99%,0.513351,2022-08-31
XOP,142.11,Call,170,2023-01-20,142,7.45,7.63,7.8,7.85,10022,1936,5.18,44.11%,0.333423,2022-08-31
SPY,392.78,Put,393,2022-09-02,2,2.09,2.09,2.1,2.1,33188,6423,5.17,26.42%,-0.384086,2022-08-31
SPY,392.78,Call,401,2022-09-06,6,1.83,1.84,1.85,1.82,9011,1750,5.15,20.11%,0.291416,2022-08-31
SPY,392.78,Call,403,2022-09-02,2,0.75,0.76,0.76,0.77,30168,5868,5.14,27.84%,0.174019,2022-08-31
QQQ,296.94,Put,296,2022-09-12,12,4.36,4.38,4.4,4.06,2287,447,5.12,27.57%,-0.399623,2022-08-31
TQQQ,27.14,Call,28.5,2022-09-02,2,0.56,0.57,0.58,0.57,11999,2418,4.96,104.74%,0.391365,2022-08-31
SPY,392.78,Call,394,2022-08-31,0,1.5,1.53,1.56,1.55,7493,1519,4.93,10.06%,0.718752,2022-08-31
GDX,23.37,Call,23,2022-09-16,16,1.28,1.31,1.34,1.41,1045,214,4.88,43.57%,0.662644,2022-08-31
UNG,31.58,Put,31,2022-09-09,9,1.08,1.15,1.22,1.11,520,110,4.73,72.33%,-0.40371,2022-08-31
QQQ,296.94,Put,304,2022-08-31,0,3.98,4.22,4.45,4.45,11820,2497,4.73,0.00%,0,2022-08-31
SPY,392.78,Put,210,2023-09-15,380,2.84,2.89,2.93,2.89,1000,213,4.69,40.73%,-0.037493,2022-08-31
IWM,182.02,Put,183,2022-09-06,6,2.02,2.03,2.04,2.04,2318,505,4.59,24.50%,-0.457135,2022-08-31
SPY,392.78,Call,399,2022-09-23,23,7.25,7.27,7.29,7.1,1372,304,4.51,22.56%,0.446935,2022-08-31
SPY,392.78,Call,400,2022-10-07,37,8.94,8.97,9,9.61,525,117,4.49,21.92%,0.449464,2022-08-31
QQQ,296.94,Put,285,2022-09-12,12,1.61,1.62,1.63,1.6,1738,389,4.47,30.34%,-0.177483,2022-08-31
EFA,60.93,Put,62,2022-09-09,9,0.87,0.94,1,0.89,6035,1362,4.43,18.33%,-0.568629,2022-08-31
QQQ,296.94,Call,298,2022-09-07,7,5.54,5.59,5.64,5.28,783,178,4.4,29.56%,0.552593,2022-08-31
SPY,392.78,Call,392,2022-09-09,9,7.85,7.88,7.9,7.87,876,202,4.34,24.76%,0.591714,2022-08-31
PFF,33,Put,31,2022-10-21,51,0.35,0.43,0.5,0.4,602,139,4.33,24.82%,-0.216302,2022-08-31
SPY,392.78,Call,402,2022-09-06,6,1.54,1.55,1.55,1.56,5406,1255,4.31,19.93%,0.257292,2022-08-31
SPY,392.78,Call,402,2022-09-09,9,2.8,2.82,2.84,2.84,3758,881,4.27,22.33%,0.320945,2022-08-31
QQQ,296.94,Call,301,2022-09-06,6,3.38,3.41,3.43,3.39,2499,586,4.26,27.11%,0.444141,2022-08-31
IWM,182.02,Put,177,2022-09-30,30,3.74,3.76,3.78,3.5,7792,1827,4.26,31.84%,-0.326268,2022-08-31
IWM,182.02,Call,184,2022-09-06,6,1.95,1.96,1.98,2.07,822,195,4.22,23.31%,0.472056,2022-08-31
QQQ,296.94,Call,304,2022-09-09,9,3.58,3.6,3.62,3.56,2159,514,4.2,29.66%,0.380372,2022-08-31
SPY,392.78,Call,408,2022-09-02,2,0.19,0.2,0.21,0.2,27742,6609,4.2,27.33%,0.05872,2022-08-31
SPY,392.78,Put,395,2022-09-06,6,3.74,3.75,3.76,3.73,20111,4801,4.19,19.12%,-0.4858,2022-08-31
QQQ,296.94,Call,302,2022-09-09,9,4.48,4.52,4.55,4.55,1655,396,4.18,30.59%,0.437836,2022-08-31
SPY,392.78,Put,386,2022-09-07,7,1.41,1.42,1.43,1.46,4578,1099,4.17,21.55%,-0.209727,2022-08-31
XLI,92.5,Put,91,2022-09-16,16,0.77,1.32,1.87,1.08,4003,968,4.14,24.77%,-0.330992,2022-08-31
SPY,392.78,Call,397.5,2022-09-09,9,4.72,4.74,4.76,4.56,4089,1006,4.06,23.33%,0.445798,2022-08-31
TQQQ,27.14,Call,29,2022-09-02,2,0.39,0.4,0.41,0.4,14066,3477,4.05,103.42%,0.305918,2022-08-31
QQQ,296.94,Call,297,2022-09-06,6,5.61,5.65,5.68,5.5,613,152,4.03,28.65%,0.592186,2022-08-31
QQQ,296.94,Call,290,2022-08-31,0,9.31,9.69,10.06,9.8,1976,490,4.03,53.22%,0.875617,2022-08-31
QQQ,296.94,Call,307,2022-09-06,6,1.22,1.23,1.25,1.18,1591,397,4.01,25.35%,0.223676,2022-08-31
QQQ,296.94,Put,294,2022-09-02,2,1.03,1.05,1.06,1.02,6600,1647,4.01,33.93%,-0.234727,2022-08-31
QQQ,296.94,Call,305,2022-09-06,6,1.79,1.81,1.82,1.83,5442,1361,4,25.96%,0.292941,2022-08-31
XLE,79.49,Put,82,2022-12-16,107,7.35,7.57,7.8,7.35,727,182,3.99,37.57%,-0.493876,2022-08-31
IWM,182.02,Put,184,2022-09-23,23,5.52,5.54,5.56,5.42,1392,352,3.95,29.08%,-0.496968,2022-08-31
QQQ,296.94,Put,297.5,2022-09-02,2,2.06,2.09,2.12,2.14,5040,1278,3.94,32.91%,-0.397806,2022-08-31
TLT,109.9,Call,114.5,2022-09-16,16,0.77,0.82,0.87,1.05,930,238,3.91,19.44%,0.292401,2022-08-31
TLT,109.9,Put,109,2022-09-02,2,0.13,0.16,0.19,0.17,3701,948,3.9,31.49%,-0.129003,2022-08-31
SQQQ,46.47,Call,45.5,2022-09-02,2,1.29,1.34,1.39,1.36,3936,1019,3.86,105.21%,0.503788,2022-08-31
ARKK,41.25,Put,41,2022-09-02,2,0.43,0.45,0.46,0.42,6073,1579,3.85,66.24%,-0.323398,2022-08-31
XLE,79.49,Call,80,2022-09-02,2,1.25,1.32,1.39,1.4,2789,727,3.84,44.47%,0.580887,2022-08-31
QQQ,296.94,Call,301,2022-09-09,9,4.95,4.98,5.02,4.96,1945,509,3.82,30.47%,0.464965,2022-08-31
QQQ,296.94,Put,301,2022-09-06,6,4.48,4.51,4.54,4.61,4402,1154,3.81,23.60%,-0.566839,2022-08-31
UNG,31.58,Call,31.5,2022-09-02,2,0.77,0.82,0.87,0.83,635,167,3.8,80.51%,0.544457,2022-08-31
QQQ,296.94,Call,307.5,2022-09-02,2,0.57,0.58,0.59,0.58,3336,878,3.8,34.57%,0.148272,2022-08-31
ARKK,41.25,Put,33,2022-09-16,16,0.13,0.14,0.14,0.14,3003,798,3.76,72.50%,-0.049735,2022-08-31
IWM,182.02,Call,190,2022-09-07,7,0.37,0.38,0.38,0.37,551,147,3.75,22.12%,0.132562,2022-08-31
QQQ,296.94,Call,288,2022-08-31,0,10.23,11.13,12.02,12.66,838,224,3.74,68.23%,0.864738,2022-08-31
IGV,281.28,Put,250,2022-09-16,16,0.9,1.03,1.15,1.11,1504,402,3.74,43.74%,-0.089572,2022-08-31
QQQ,296.94,Put,303,2022-09-06,6,5.57,5.61,5.65,5.82,3255,878,3.71,22.60%,-0.657804,2022-08-31
SPY,392.78,Put,396,2022-09-19,19,8.88,8.91,8.94,9.01,917,248,3.7,23.83%,-0.501555,2022-08-31
SPY,392.78,Call,395,2022-09-02,2,3.58,3.59,3.61,3.6,16270,4403,3.7,30.00%,0.513388,2022-08-31
SLV,16.36,Put,16.5,2022-09-02,2,0.14,0.15,0.15,0.15,3148,855,3.68,38.52%,-0.425561,2022-08-31
SPY,392.78,Call,406,2022-09-07,7,0.96,0.97,0.97,0.97,4829,1313,3.68,19.94%,0.168749,2022-08-31
SOXL,13.22,Call,14.5,2022-09-02,2,0.34,0.37,0.39,0.36,5297,1445,3.67,132.87%,0.390682,2022-08-31
SPY,392.78,Put,320,2022-12-30,121,4,4.03,4.06,4.02,20670,5633,3.67,32.36%,-0.105278,2022-08-31
SPY,392.78,Put,389,2022-09-02,2,0.94,0.95,0.95,0.95,24864,6793,3.66,26.91%,-0.210891,2022-08-31
SPY,392.78,Call,396,2022-09-09,9,5.5,5.52,5.54,5.52,4216,1156,3.65,23.75%,0.487275,2022-08-31
QQQ,296.94,Call,310,2022-09-09,9,1.6,1.62,1.63,1.62,8833,2428,3.64,27.91%,0.219899,2022-08-31
QQQ,296.94,Call,308,2022-09-02,2,0.49,0.5,0.51,0.51,11771,3232,3.64,34.52%,0.13373,2022-08-31
SPY,392.78,Call,400,2022-09-09,9,3.58,3.6,3.62,3.61,12095,3325,3.64,22.76%,0.376001,2022-08-31
SPY,392.78,Call,398,2022-09-23,23,7.76,7.79,7.81,8.04,870,240,3.63,22.77%,0.465016,2022-08-31
SPY,392.78,Call,396,2022-09-07,7,4.4,4.42,4.43,4.46,2607,719,3.63,21.90%,0.480742,2022-08-31
QQQ,296.94,Call,298,2022-09-02,2,4.09,4.16,4.23,4,2691,741,3.63,39.38%,0.564997,2022-08-31
SPY,392.78,Call,400,2022-09-07,7,2.61,2.62,2.63,2.61,4775,1327,3.6,20.96%,0.345317,2022-08-31
SPY,392.78,Put,380,2022-09-07,7,0.58,0.59,0.59,0.58,4070,1148,3.55,22.34%,-0.099094,2022-08-31
SPY,392.78,Call,393,2022-09-02,2,4.74,4.77,4.79,4.65,4059,1165,3.48,30.58%,0.601638,2022-08-31
USO,72,Call,75.5,2022-09-02,2,0.31,0.34,0.37,0.4,582,168,3.46,52.99%,0.21264,2022-08-31
SPY,392.78,Call,398,2022-09-12,12,4.98,5,5.02,4.97,2112,612,3.45,21.84%,0.43904,2022-08-31
SPY,392.78,Call,408,2022-09-07,7,0.65,0.66,0.66,0.66,2226,653,3.41,19.69%,0.124793,2022-08-31
QQQ,296.94,Call,305,2022-09-09,9,3.17,3.21,3.24,3.23,3835,1123,3.41,29.55%,0.353205,2022-08-31
SPXS,22.97,Call,22.5,2022-09-02,2,0.53,0.57,0.61,0.56,589,173,3.4,78.57%,0.533747,2022-08-31
SPY,392.78,Put,396,2022-09-07,7,4.71,4.73,4.74,4.69,5413,1599,3.39,19.83%,-0.522669,2022-08-31
UVXY,10.5,Put,10.5,2022-09-09,9,0.77,0.78,0.78,0.77,9319,2754,3.38,96.97%,-0.53668,2022-08-31
SQQQ,46.47,Call,43,2022-09-02,2,2.73,2.8,2.88,2.65,7327,2177,3.37,96.72%,0.786164,2022-08-31
SPY,392.78,Put,400,2022-08-31,0,4.37,4.53,4.68,4.43,65738,19524,3.37,0.00%,0,2022-08-31
QQQ,296.94,Call,299,2022-09-06,6,4.43,4.46,4.48,4.21,1710,511,3.35,27.95%,0.520269,2022-08-31
SPY,392.78,Put,391,2022-09-02,2,1.44,1.45,1.46,1.45,28897,8619,3.35,26.78%,-0.291645,2022-08-31
SPY,392.78,Call,405,2022-09-06,6,0.86,0.87,0.88,0.88,11875,3560,3.34,19.57%,0.168369,2022-08-31
DIA,314.02,Put,298,2022-09-09,9,0.41,0.42,0.43,0.44,509,153,3.33,25.61%,-0.073024,2022-08-31
QQQ,296.94,Call,306,2022-09-09,9,2.8,2.82,2.84,2.79,5395,1618,3.33,29.03%,0.324218,2022-08-31
LABU,8.52,Call,8,2022-09-09,9,1.05,1.1,1.15,1.05,718,216,3.32,124.96%,0.69737,2022-08-31
QQQ,296.94,Put,303,2022-09-02,2,4.83,4.87,4.9,4.85,11795,3562,3.31,29.08%,-0.712914,2022-08-31
XOP,142.11,Call,145,2023-01-20,142,16.65,16.85,17.05,17.9,10009,3055,3.28,46.45%,0.560206,2022-08-31
SQQQ,46.47,Call,51,2022-09-09,9,0.74,0.84,0.93,0.78,830,254,3.27,89.68%,0.225689,2022-08-31
SPXS,22.97,Call,22,2022-09-02,2,0.77,0.84,0.9,0.7,1115,349,3.19,75.54%,0.687148,2022-08-31
QQQ,296.94,Call,306,2022-09-06,6,1.48,1.5,1.52,1.42,1836,576,3.19,25.64%,0.257331,2022-08-31
XOP,142.11,Call,180,2023-01-20,142,5.2,5.35,5.5,6.34,1000,315,3.17,43.45%,0.257426,2022-08-31
